user_id,event_id,event_type,event_sub_event,event_average_rating,clicks
U7QHYAC,E10R100,Webinar,Career,3.59,32.9
U7QHYAC,E08T100,Speed,Technical,3.79,79.5
UMJ1F1A,E10T100,Reload,Technical,3.98,240.4
UT0PT66,E01T100,Reload,Technical,3.85,20.1
UT0PT66,E02M100,Sketching,Competition,4.6,179.0
UT0PT66,E11T100,Reload,Technical,3.73,298.7
UT0PT66,E11T100,Reload,Technical,4.32,258.2
UT0PT66,E10M142,Poster Making,Competition,3.83,161.2
US51JDA,E08R100,Webinar,Career,4.42,28.5
US51JDA,E09T100,Nimbus,Technical,4.94,251.1
US51JDA,E08C121,Poetry,Cultural,3.47,183.7
US51JDA,E07R100,Webinar,Career,3.74,43.3
US51JDA,E05M100,Sketching,Competition,4.25,37.2
U7G7TAW,E03R100,Webinar,Career,4.47,273.8
URV0321,E06C100,Garba Night,Cultural,4.02,204.1
URV0321,E06T100,Reload,Technical,3.52,250.5
U58QYWF,E03R100,Webinar,Career,4.09,264.9
U58QYWF,E09M142,Poster Making,Competition,4.0,175.8
U58QYWF,E09T100,Reload,Technical,3.91,160.1
U58QYWF,E07M100,Sketching,Competition,3.98,134.8
U58QYWF,E09M142,Poster Making,Competition,4.35,101.9
UQCF6DB,E02M100,Sketching,Competition,3.82,136.0
UQCF6DB,E03M100,Sketching,Competition,4.43,234.4
UQCF6DB,E09R100,Webinar,Career,4.88,184.6
UQCF6DB,E07M100,Sketching,Competition,4.8,268.8
UQCF6DB,E02M142,Poster Making,Competition,4.11,138.6
U4FZDTV,E10T100,Reload,Technical,4.23,186.1
U4FZDTV,E10C100,Garba Night,Cultural,5.0,193.1
U4FZDTV,E03M100,Sketching,Competition,4.05,181.6
U4FZDTV,E05M142,Poster Making,Competition,3.41,213.8
UV2BGI5,E09M100,Sketching,Competition,3.95,78.9
UV2BGI5,E05R100,Webinar,Career,3.55,158.6
UV2BGI5,E05M142,Poster Making,Competition,4.52,40.2
U8I1I1Y,E02T100,Nimbus,Technical,3.7,121.5
UQLKLG0,E10T100,Nimbus,Technical,4.32,151.4
UQLKLG0,E05M100,Sketching,Competition,4.33,199.1
U49HA2J,E09C121,Poetry,Cultural,4.05,285.7
U49HA2J,E09M142,Poster Making,Competition,4.85,184.2
U49HA2J,E12M100,Sketching,Competition,4.69,225.6
U49HA2J,E01R100,Webinar,Career,4.29,156.8
U49HA2J,E10T100,Reload,Technical,4.06,193.9
UU4926E,E02M142,Poster Making,Competition,3.94,30.6
UU4926E,E12R100,Webinar,Career,4.5,83.8
UEC82HD,E04R100,Webinar,Career,4.41,114.9
UEC82HD,E04R100,Webinar,Career,4.25,147.0
UDDPCMN,E01T100,Speed,Technical,3.88,23.2
UDDPCMN,E03T100,Speed,Technical,3.79,50.6
UDDPCMN,E05T100,Nimbus,Technical,3.88,90.3
UAQ9FFA,E10R100,Webinar,Career,2.92,291.7
UAQ9FFA,E07C121,Poetry,Cultural,4.29,106.1
UAQ9FFA,E08T100,Speed,Technical,3.54,149.8
UAQ9FFA,E02C100,Concerts,Cultural,4.41,66.9
UAQ9FFA,E03C100,Garba Night,Cultural,3.76,187.1
UR40I8G,E06T100,Reload,Technical,4.2,91.4
UR40I8G,E10C100,Concerts,Cultural,4.15,70.0
UR40I8G,E12T100,Nimbus,Technical,3.73,159.8
UR40I8G,E03T100,Reload,Technical,3.8,11.6
UFP602O,E11M142,Poster Making,Competition,3.63,12.2
UFP602O,E04C100,Garba Night,Cultural,3.77,73.5
UZ44KDA,E08R100,Webinar,Career,3.96,20.6
UZ44KDA,E01T100,Reload,Technical,4.0,41.3
UI7ZTGL,E05C121,Poetry,Cultural,3.29,108.3
UI7ZTGL,E04C100,Garba Night,Cultural,3.9,242.7
UI7ZTGL,E03T100,Reload,Technical,4.62,175.9
U437R65,E12M100,Sketching,Competition,4.22,158.7
U437R65,E08T100,Nimbus,Technical,3.8,95.1
U437R65,E11R100,Webinar,Career,3.13,280.2
U437R65,E01R100,Webinar,Career,3.78,125.1
UIJAJCQ,E12C121,Poetry,Cultural,4.37,35.3
UIJAJCQ,E07M142,Poster Making,Competition,4.27,188.9
UIJAJCQ,E01C100,Concerts,Cultural,3.77,43.0
UIJAJCQ,E10C100,Concerts,Cultural,4.34,110.1
UIJAJCQ,E10C100,Garba Night,Cultural,3.68,157.1
UWS66U1,E08M100,Sketching,Competition,4.14,263.5
UWS66U1,E01C100,Garba Night,Cultural,3.7,153.1
UWS66U1,E08C100,Garba Night,Cultural,3.73,213.7
UWS66U1,E09M100,Sketching,Competition,4.29,297.9
U8JBMZO,E06C100,Garba Night,Cultural,3.72,48.1
U8JBMZO,E11T100,Speed,Technical,4.32,89.7
UCVK3FR,E07T100,Reload,Technical,4.16,124.4
UCVK3FR,E03R100,Webinar,Career,4.39,132.3
UCVK3FR,E10C100,Garba Night,Cultural,4.94,129.2
UCVK3FR,E01T100,Speed,Technical,4.83,273.2
UDPMGJ6,E11M100,Sketching,Competition,3.66,217.1
UDPMGJ6,E02C121,Poetry,Cultural,2.76,186.3
UDPMGJ6,E02M100,Sketching,Competition,3.8,99.7
UDPMGJ6,E04R100,Webinar,Career,2.97,248.9
ULFBR6F,E03R100,Webinar,Career,2.83,287.0
ULFBR6F,E04C100,Concerts,Cultural,4.43,248.1
U9SLH0C,E06R100,Webinar,Career,4.12,10.5
U9SLH0C,E11M142,Poster Making,Competition,5.0,194.6
U9SLH0C,E11C100,Garba Night,Cultural,4.41,24.8
U9SLH0C,E12C100,Garba Night,Cultural,4.32,84.7
U9SLH0C,E03C100,Garba Night,Cultural,4.21,27.3
ULQE138,E10R100,Webinar,Career,4.1,185.1
UTAVCK5,E01T100,Speed,Technical,4.18,209.1
UTAVCK5,E10T100,Speed,Technical,3.87,43.2
UTAVCK5,E05T100,Speed,Technical,3.55,121.3
UTAVCK5,E02T100,Nimbus,Technical,4.14,142.3
UTAVCK5,E08M100,Sketching,Competition,3.43,117.0
UX963HO,E12C100,Concerts,Cultural,4.46,45.1
UX963HO,E09C100,Concerts,Cultural,3.99,131.5
UX963HO,E12R100,Webinar,Career,4.39,227.8
UX963HO,E03C121,Poetry,Cultural,3.71,30.6
UX963HO,E09C121,Poetry,Cultural,4.26,33.3
U7IKSRO,E03M100,Sketching,Competition,4.25,112.9
U7IKSRO,E02R100,Webinar,Career,4.26,283.1
U7IKSRO,E08R100,Webinar,Career,4.44,203.9
U7IKSRO,E08R100,Webinar,Career,3.78,206.8
U7IKSRO,E02M100,Sketching,Competition,4.37,115.0
UA776BN,E08R100,Webinar,Career,3.8,182.2
UZKSOJJ,E12R100,Webinar,Career,3.71,12.9
UZKSOJJ,E06C100,Concerts,Cultural,4.23,194.5
ULFZ8NY,E06T100,Reload,Technical,3.59,274.9
ULFZ8NY,E09R100,Webinar,Career,3.62,187.6
ULFZ8NY,E03M142,Poster Making,Competition,3.1,263.4
ULFZ8NY,E05M100,Sketching,Competition,4.16,220.0
ULFZ8NY,E07R100,Webinar,Career,3.77,45.0
UQ83RHA,E02C100,Concerts,Cultural,3.89,271.7
UQ83RHA,E01T100,Reload,Technical,3.14,29.3
UQ83RHA,E04M100,Sketching,Competition,3.53,164.9
UQ83RHA,E07M142,Poster Making,Competition,3.05,51.2
UQ83RHA,E04T100,Speed,Technical,3.99,13.4
UDTJCF6,E03C100,Concerts,Cultural,3.84,132.4
UDTJCF6,E08T100,Nimbus,Technical,3.53,95.6
UUAH78E,E05R100,Webinar,Career,4.28,150.9
UUAH78E,E07R100,Webinar,Career,3.81,177.4
UUAH78E,E12T100,Nimbus,Technical,3.52,22.7
UUAH78E,E11R100,Webinar,Career,4.25,45.7
UUAH78E,E02R100,Webinar,Career,4.22,172.0
U1FUJYN,E03M100,Sketching,Competition,4.03,109.5
U1FUJYN,E10M142,Poster Making,Competition,3.54,221.5
U1FUJYN,E01C100,Garba Night,Cultural,4.63,199.2
U1FUJYN,E09M142,Poster Making,Competition,3.01,255.2
UYK08B5,E08T100,Nimbus,Technical,3.48,210.8
UYK08B5,E11T100,Speed,Technical,4.24,134.7
UPZ42HL,E11M142,Poster Making,Competition,3.71,205.2
UPZ42HL,E12T100,Nimbus,Technical,4.2,89.9
UPZ42HL,E02R100,Webinar,Career,3.8,98.8
UPZ42HL,E10R100,Webinar,Career,3.78,238.8
UPZ42HL,E03T100,Reload,Technical,3.39,139.5
UFDLCRR,E12T100,Speed,Technical,4.41,241.5
U08QVHE,E07M142,Poster Making,Competition,4.68,248.5
U08QVHE,E09C121,Poetry,Cultural,3.95,258.7
U08QVHE,E06T100,Nimbus,Technical,3.84,275.8
U08QVHE,E04M100,Sketching,Competition,4.62,135.0
U08QVHE,E01C100,Concerts,Cultural,4.35,102.5
U54EQ6N,E05T100,Nimbus,Technical,3.86,178.8
U54EQ6N,E01R100,Webinar,Career,3.56,117.6
U54EQ6N,E04C100,Garba Night,Cultural,4.61,184.3
UA21L2E,E07R100,Webinar,Career,3.85,214.6
UA21L2E,E09T100,Speed,Technical,4.43,209.6
UA21L2E,E03M142,Poster Making,Competition,4.28,118.6
UR0XS9V,E04M100,Sketching,Competition,4.58,58.4
UR0XS9V,E03M142,Poster Making,Competition,3.23,134.9
UR0XS9V,E04C121,Poetry,Cultural,4.18,51.4
UR0XS9V,E10C100,Garba Night,Cultural,2.98,268.1
UR0XS9V,E02C100,Concerts,Cultural,3.64,110.3
UK3COPJ,E07C100,Concerts,Cultural,4.3,54.8
U46GR37,E04R100,Webinar,Career,4.17,17.4
U46GR37,E03R100,Webinar,Career,4.46,197.3
U46GR37,E05M100,Sketching,Competition,5.0,194.7
U4CMFS6,E05M100,Sketching,Competition,3.84,108.8
U4CMFS6,E12T100,Reload,Technical,4.2,30.8
U4CMFS6,E04T100,Speed,Technical,3.12,128.8
U4CMFS6,E06R100,Webinar,Career,3.5,100.3
U4CMFS6,E06R100,Webinar,Career,4.03,206.4
UG8UVIU,E02T100,Reload,Technical,4.14,185.7
UG8UVIU,E06M100,Sketching,Competition,3.74,115.7
UG8UVIU,E02C100,Concerts,Cultural,3.92,73.2
UG8UVIU,E10T100,Nimbus,Technical,4.14,296.5
UOLK1QO,E10C121,Poetry,Cultural,2.29,141.7
UYGTFVV,E05M100,Sketching,Competition,3.82,209.6
UYGTFVV,E06R100,Webinar,Career,4.0,50.8
UYGTFVV,E11R100,Webinar,Career,4.74,150.8
U82D5YX,E10R100,Webinar,Career,3.83,18.0
U82D5YX,E04C100,Concerts,Cultural,3.8,156.6
U82D5YX,E04R100,Webinar,Career,4.53,289.6
U82D5YX,E11M142,Poster Making,Competition,3.43,121.4
U785781,E09C100,Concerts,Cultural,4.05,21.3
U785781,E08T100,Reload,Technical,3.94,19.0
U785781,E02M142,Poster Making,Competition,4.95,122.5
U785781,E07R100,Webinar,Career,3.59,56.4
U785781,E07C121,Poetry,Cultural,5.0,16.8
UO8RHZD,E07R100,Webinar,Career,3.56,229.3
UO8RHZD,E06C100,Concerts,Cultural,3.8,143.0
UO8RHZD,E02T100,Reload,Technical,4.47,93.9
U2H0649,E05R100,Webinar,Career,4.65,271.0
U2H0649,E03C121,Poetry,Cultural,3.5,43.7
U2H0649,E11T100,Reload,Technical,3.55,287.2
U123CTK,E06R100,Webinar,Career,3.96,101.1
U123CTK,E05R100,Webinar,Career,3.92,267.6
UQK5BA2,E09C121,Poetry,Cultural,3.77,184.9
UQK5BA2,E12C100,Garba Night,Cultural,4.57,249.7
UZ8H1VL,E11M142,Poster Making,Competition,3.91,295.4
UZ8H1VL,E01T100,Speed,Technical,3.37,93.6
UZ8H1VL,E11C100,Garba Night,Cultural,2.94,288.7
UZ8H1VL,E03R100,Webinar,Career,3.58,122.9
UZ8H1VL,E05M142,Poster Making,Competition,3.97,121.8
UK1TR6T,E11C100,Garba Night,Cultural,3.17,108.7
UK5PM5Y,E06R100,Webinar,Career,4.51,167.0
UK5PM5Y,E05M100,Sketching,Competition,4.57,54.7
UK5PM5Y,E07R100,Webinar,Career,4.09,170.6
UK5PM5Y,E03M142,Poster Making,Competition,3.44,167.1
UK5PM5Y,E07R100,Webinar,Career,4.45,231.0
U6UND1Q,E08C121,Poetry,Cultural,4.51,251.8
U6UND1Q,E08M142,Poster Making,Competition,4.07,137.7
U6UND1Q,E12M142,Poster Making,Competition,3.76,97.7
U6UND1Q,E09M100,Sketching,Competition,4.83,85.2
U4M1IEO,E03C100,Concerts,Cultural,4.01,66.4
U4M1IEO,E10C121,Poetry,Cultural,4.13,26.7
U4M1IEO,E01T100,Reload,Technical,4.16,109.3
U4M1IEO,E07R100,Webinar,Career,4.22,88.4
UFY3BYU,E07M142,Poster Making,Competition,3.54,290.3
UFY3BYU,E11T100,Reload,Technical,4.09,171.7
U8Y4B06,E05R100,Webinar,Career,3.9,110.7
U8Y4B06,E01C100,Concerts,Cultural,5.0,178.3
U8Y4B06,E07C121,Poetry,Cultural,3.72,50.4
U8Y4B06,E05R100,Webinar,Career,2.85,138.8
U8Y4B06,E08T100,Nimbus,Technical,4.2,191.6
UGOB31W,E05M100,Sketching,Competition,3.42,151.8
UD4J2FV,E01M100,Sketching,Competition,5.0,126.5
UD4J2FV,E05T100,Nimbus,Technical,4.24,298.2
UZMGDWY,E03R100,Webinar,Career,3.62,265.3
UZMGDWY,E04C100,Concerts,Cultural,2.6,190.8
UZMGDWY,E04T100,Speed,Technical,3.86,175.1
UZMGDWY,E12C100,Garba Night,Cultural,4.39,190.0
UZMGDWY,E02T100,Nimbus,Technical,3.72,68.4
U7FXOH6,E02R100,Webinar,Career,4.28,124.6
U6JOH8Y,E01T100,Reload,Technical,4.13,21.4
U6JOH8Y,E02R100,Webinar,Career,4.06,147.9
U6JOH8Y,E11C121,Poetry,Cultural,3.7,167.5
U6JOH8Y,E05C121,Poetry,Cultural,2.83,76.0
U6JOH8Y,E01M142,Poster Making,Competition,3.22,289.6
U21XTJS,E02C121,Poetry,Cultural,4.47,273.7
U21XTJS,E12R100,Webinar,Career,4.02,219.4
U21XTJS,E08M142,Poster Making,Competition,4.43,164.7
U21XTJS,E06R100,Webinar,Career,3.23,262.3
U21XTJS,E10T100,Nimbus,Technical,3.79,47.9
UKKHCXO,E05T100,Nimbus,Technical,3.58,239.2
UKKHCXO,E12T100,Speed,Technical,4.19,46.2
UKKHCXO,E03M142,Poster Making,Competition,3.95,240.3
UCH7B4X,E01C100,Garba Night,Cultural,3.71,90.0
UCH7B4X,E02T100,Nimbus,Technical,3.2,264.4
UCH7B4X,E01T100,Nimbus,Technical,4.24,283.8
UCH7B4X,E10M100,Sketching,Competition,4.86,53.2
UCH7B4X,E04R100,Webinar,Career,4.7,144.2
U427BHN,E06C100,Concerts,Cultural,3.57,294.5
U427BHN,E05R100,Webinar,Career,3.77,150.2
UHIQLCA,E03R100,Webinar,Career,3.94,260.4
UHIQLCA,E11C121,Poetry,Cultural,4.77,180.7
UHIQLCA,E08T100,Reload,Technical,4.08,118.8
UHIQLCA,E09C100,Garba Night,Cultural,4.0,92.9
URKIQQU,E05T100,Reload,Technical,4.22,68.9
U8BBH2A,E01R100,Webinar,Career,3.06,230.9
U8BBH2A,E03R100,Webinar,Career,4.56,122.1
UGRKEE6,E12C121,Poetry,Cultural,4.3,158.3
UGRKEE6,E11T100,Speed,Technical,4.41,152.8
UGRKEE6,E07C100,Garba Night,Cultural,3.53,177.4
UHTWXSN,E04R100,Webinar,Career,3.73,261.0
UHTWXSN,E11R100,Webinar,Career,4.27,294.4
UHTWXSN,E02R100,Webinar,Career,3.72,128.2
UHTWXSN,E05M100,Sketching,Competition,3.88,250.0
UHTWXSN,E07C100,Concerts,Cultural,4.62,231.7
U7GGPGK,E12C100,Garba Night,Cultural,4.63,176.3
U7GGPGK,E04M100,Sketching,Competition,3.92,287.3
U7GGPGK,E06T100,Nimbus,Technical,4.27,68.1
URVGS2C,E12C121,Poetry,Cultural,3.88,41.7
URVGS2C,E01T100,Reload,Technical,3.62,257.6
UR04L5N,E05R100,Webinar,Career,2.67,137.4
UQ7IQ19,E04M142,Poster Making,Competition,4.46,255.6
UQ7IQ19,E07M142,Poster Making,Competition,3.94,269.0
UQ7IQ19,E06M100,Sketching,Competition,3.49,28.1
UQ7IQ19,E07R100,Webinar,Career,3.03,266.2
UMIWE9H,E10C100,Garba Night,Cultural,3.74,140.0
U63DIAO,E07M100,Sketching,Competition,4.02,158.0
U63DIAO,E10T100,Nimbus,Technical,3.84,191.7
U63DIAO,E01C100,Concerts,Cultural,3.61,278.7
U63DIAO,E06C100,Garba Night,Cultural,4.28,15.5
U63DIAO,E04C100,Garba Night,Cultural,4.45,148.3
UPOGKZ0,E07M100,Sketching,Competition,4.56,209.4
UEEQGE1,E12R100,Webinar,Career,3.41,219.6
UEEQGE1,E04T100,Speed,Technical,3.61,210.8
U8BKTAL,E07M100,Sketching,Competition,4.57,49.0
U8BKTAL,E01M100,Sketching,Competition,4.09,96.8
U8BKTAL,E11M100,Sketching,Competition,4.55,114.0
UI0508I,E07T100,Nimbus,Technical,3.72,243.3
U6B9MEK,E08M100,Sketching,Competition,3.35,90.8
UFBMXJF,E05M100,Sketching,Competition,4.17,71.1
UFBMXJF,E07C100,Concerts,Cultural,3.0,287.7
UVV3274,E03T100,Speed,Technical,3.93,12.6
U2CJV5F,E11T100,Speed,Technical,4.31,299.4
U2CJV5F,E07M142,Poster Making,Competition,3.86,206.3
U2CJV5F,E03T100,Reload,Technical,4.05,250.3
U2CJV5F,E10R100,Webinar,Career,3.59,95.4
URW2CMT,E04C100,Concerts,Cultural,4.33,14.2
URW2CMT,E02R100,Webinar,Career,4.0,224.0
UVWL037,E10C121,Poetry,Cultural,3.62,251.9
UVWL037,E05T100,Speed,Technical,3.45,224.7
UVWL037,E12R100,Webinar,Career,4.27,51.4
UVWL037,E04R100,Webinar,Career,2.94,228.5
UVWL037,E09M100,Sketching,Competition,4.11,233.0
USRHLXJ,E02C100,Concerts,Cultural,4.45,201.0
USRHLXJ,E06M100,Sketching,Competition,3.76,232.2
USRHLXJ,E09R100,Webinar,Career,4.27,255.3
USRHLXJ,E09T100,Nimbus,Technical,3.44,187.9
U7YDONZ,E02R100,Webinar,Career,3.85,35.7
U7YDONZ,E06C100,Garba Night,Cultural,4.24,151.4
UAABMSE,E11M100,Sketching,Competition,4.66,32.5
U91UUUD,E02R100,Webinar,Career,2.96,128.2
U91UUUD,E08C100,Garba Night,Cultural,3.28,128.1
U91UUUD,E04C100,Garba Night,Cultural,3.68,29.1
U91UUUD,E07R100,Webinar,Career,4.11,111.2
U91UUUD,E10R100,Webinar,Career,3.86,42.2
U8QLFG9,E04C121,Poetry,Cultural,4.72,244.4
U8QLFG9,E04T100,Speed,Technical,3.32,284.8
U8QLFG9,E08R100,Webinar,Career,3.83,31.0
U8QLFG9,E11M100,Sketching,Competition,5.0,287.0
U8QLFG9,E08C100,Garba Night,Cultural,3.85,161.5
UZMZEFZ,E04R100,Webinar,Career,3.85,96.9
UZMZEFZ,E09C121,Poetry,Cultural,3.18,32.3
U8ARU7F,E04M142,Poster Making,Competition,3.87,155.2
U8ARU7F,E08C121,Poetry,Cultural,3.72,240.4
U8ARU7F,E07R100,Webinar,Career,3.05,215.1
U8ARU7F,E05C100,Concerts,Cultural,4.34,24.6
U8ARU7F,E06C100,Garba Night,Cultural,3.12,31.1
UANC2WN,E12T100,Speed,Technical,4.65,126.8
UANC2WN,E03T100,Nimbus,Technical,4.26,95.6
UANC2WN,E10R100,Webinar,Career,3.22,77.4
UANC2WN,E05T100,Nimbus,Technical,3.97,91.5
UDVNE78,E09C100,Garba Night,Cultural,4.29,243.0
UDVNE78,E06R100,Webinar,Career,3.86,279.5
UDVNE78,E04T100,Speed,Technical,4.04,127.5
UDVNE78,E09C100,Concerts,Cultural,3.84,272.8
UDVNE78,E01T100,Speed,Technical,4.22,103.2
UPJVXIY,E12R100,Webinar,Career,3.35,148.2
UHHVHXW,E06C100,Concerts,Cultural,4.36,75.5
UHHVHXW,E05M100,Sketching,Competition,4.14,195.7
UFXB6CR,E12R100,Webinar,Career,4.79,293.9
UFXB6CR,E02T100,Reload,Technical,4.13,185.0
U14JG2K,E08C121,Poetry,Cultural,3.56,113.8
U14JG2K,E03C100,Garba Night,Cultural,3.53,197.9
U14JG2K,E12C100,Garba Night,Cultural,4.25,45.6
U14JG2K,E09T100,Nimbus,Technical,3.86,267.7
UC58I6P,E06C121,Poetry,Cultural,4.32,155.9
UC58I6P,E07T100,Reload,Technical,3.86,140.3
UH8IO8R,E10M142,Poster Making,Competition,3.93,179.9
ULNGYYZ,E03M142,Poster Making,Competition,4.62,191.2
ULNGYYZ,E09C100,Garba Night,Cultural,4.36,30.8
UEHVFSS,E03C100,Garba Night,Cultural,3.61,208.0
UR00O0X,E10M142,Poster Making,Competition,3.86,80.2
UVXMF2Q,E07T100,Speed,Technical,3.61,217.0
UVXMF2Q,E01T100,Reload,Technical,4.2,248.5
UVXMF2Q,E03R100,Webinar,Career,3.83,243.1
UVXMF2Q,E09R100,Webinar,Career,4.01,170.2
U6146OW,E05T100,Reload,Technical,4.23,160.8
UX9CJ8T,E10M100,Sketching,Competition,3.85,51.4
UX9CJ8T,E05T100,Reload,Technical,4.0,234.9
UX9CJ8T,E02T100,Reload,Technical,3.9,88.7
UX9CJ8T,E01R100,Webinar,Career,4.67,154.0
UJUCCN5,E03C121,Poetry,Cultural,4.58,92.4
UJUCCN5,E11R100,Webinar,Career,4.25,48.8
UJUCCN5,E05M100,Sketching,Competition,4.09,192.6
UJUCCN5,E06C121,Poetry,Cultural,4.55,25.8
UUVZXM0,E11R100,Webinar,Career,4.1,227.1
UUVZXM0,E03T100,Nimbus,Technical,3.62,102.1
UUVZXM0,E10R100,Webinar,Career,3.85,10.0
UUVZXM0,E12T100,Speed,Technical,3.9,158.2
UUVZXM0,E06C100,Garba Night,Cultural,4.38,23.6
UN6E8YA,E08C100,Garba Night,Cultural,4.73,90.1
UA72WYT,E02C100,Concerts,Cultural,4.11,215.0
UA72WYT,E11T100,Reload,Technical,3.28,28.2
UA72WYT,E07M142,Poster Making,Competition,5.0,253.4
UT4KUKX,E07C100,Garba Night,Cultural,3.57,11.1
UT4KUKX,E08R100,Webinar,Career,4.45,81.6
UT4KUKX,E10M100,Sketching,Competition,4.43,224.9
UT4KUKX,E06M100,Sketching,Competition,3.76,101.7
UT4KUKX,E03R100,Webinar,Career,3.57,39.5
UEJLJWD,E12R100,Webinar,Career,4.23,114.5
UEJLJWD,E07T100,Reload,Technical,3.41,88.4
UAZZA0G,E05R100,Webinar,Career,4.31,254.4
UEN8CFR,E10T100,Reload,Technical,4.19,100.9
UEN8CFR,E10M100,Sketching,Competition,3.81,238.8
UEN8CFR,E08C121,Poetry,Cultural,4.62,268.6
UEN8CFR,E06R100,Webinar,Career,4.44,135.8
U50ZN1T,E10C121,Poetry,Cultural,4.48,273.9
U50ZN1T,E01M142,Poster Making,Competition,3.53,119.4
UNT0FJI,E06R100,Webinar,Career,4.26,289.6
UNT0FJI,E04R100,Webinar,Career,4.07,35.9
UNT0FJI,E06C100,Garba Night,Cultural,4.02,209.2
UNT0FJI,E03R100,Webinar,Career,3.75,153.2
UNT0FJI,E08T100,Speed,Technical,3.41,122.4
UXY3U6U,E02M142,Poster Making,Competition,4.0,193.5
UXY3U6U,E10C100,Garba Night,Cultural,4.54,214.1
UXY3U6U,E01R100,Webinar,Career,3.95,11.3
UXY3U6U,E05R100,Webinar,Career,3.57,58.4
UKTYA5V,E12T100,Reload,Technical,4.23,216.8
UKTYA5V,E12T100,Speed,Technical,3.98,203.3
U0U3XST,E02C100,Concerts,Cultural,4.49,290.2
U0U3XST,E11T100,Nimbus,Technical,4.33,230.7
U0U3XST,E05R100,Webinar,Career,3.64,285.7
U0U3XST,E04M142,Poster Making,Competition,3.65,213.7
USV98WQ,E07M142,Poster Making,Competition,3.94,96.4
USV98WQ,E05M142,Poster Making,Competition,4.59,40.6
USV98WQ,E08R100,Webinar,Career,4.47,236.7
USV98WQ,E12T100,Reload,Technical,3.7,196.8
USV98WQ,E10C121,Poetry,Cultural,3.09,24.0
UT55XSO,E12C121,Poetry,Cultural,3.88,114.4
UG1DOGA,E05C121,Poetry,Cultural,4.59,287.5
UG1DOGA,E04C100,Concerts,Cultural,3.78,155.1
UG1DOGA,E11T100,Nimbus,Technical,4.98,135.5
UG1DOGA,E05C100,Concerts,Cultural,3.87,142.7
UMEW9CF,E07M100,Sketching,Competition,3.57,70.6
UN01WNV,E03C121,Poetry,Cultural,4.6,116.9
UN01WNV,E07C100,Concerts,Cultural,4.76,117.2
UN01WNV,E10M142,Poster Making,Competition,3.67,25.2
UN01WNV,E02R100,Webinar,Career,4.34,232.6
UN01WNV,E11C100,Concerts,Cultural,3.39,130.8
U5XKMY5,E05M100,Sketching,Competition,4.54,248.4
U5XKMY5,E05R100,Webinar,Career,3.85,256.6
U5XKMY5,E12T100,Nimbus,Technical,4.01,71.5
U5XKMY5,E07C100,Concerts,Cultural,3.69,200.6
UAK7ZCK,E05T100,Speed,Technical,4.19,147.0
UAK7ZCK,E07T100,Nimbus,Technical,3.69,265.2
UAK7ZCK,E10R100,Webinar,Career,3.34,72.6
UR6OMQ0,E04T100,Nimbus,Technical,3.42,206.6
UR6OMQ0,E01M142,Poster Making,Competition,3.98,186.2
UR6OMQ0,E01R100,Webinar,Career,5.0,95.6
UR6OMQ0,E12C100,Garba Night,Cultural,4.46,49.6
UR6OMQ0,E06T100,Speed,Technical,4.01,199.0
UP72V9Q,E04T100,Nimbus,Technical,4.87,224.2
UP72V9Q,E05C121,Poetry,Cultural,3.35,101.5
UP72V9Q,E03C121,Poetry,Cultural,4.81,197.0
UP72V9Q,E01M100,Sketching,Competition,3.5,124.6
U7L9PBQ,E07C121,Poetry,Cultural,4.69,216.8
UJVV3G4,E08M142,Poster Making,Competition,3.35,67.8
UJVV3G4,E05M142,Poster Making,Competition,3.45,268.2
UJVV3G4,E02C121,Poetry,Cultural,3.51,93.3
UJVV3G4,E06C100,Concerts,Cultural,4.17,116.7
UJVV3G4,E12M142,Poster Making,Competition,4.74,26.8
UQYPM8O,E11M142,Poster Making,Competition,4.65,42.3
UQYPM8O,E09C121,Poetry,Cultural,4.3,159.6
UQYPM8O,E03C121,Poetry,Cultural,3.69,87.6
UQYPM8O,E03C100,Garba Night,Cultural,4.36,252.3
UQYPM8O,E11T100,Reload,Technical,4.52,14.3
UMGXHYZ,E12T100,Reload,Technical,3.73,119.9
UMGXHYZ,E10C121,Poetry,Cultural,3.93,107.8
UMGXHYZ,E01M142,Poster Making,Competition,3.92,15.6
UMGXHYZ,E11R100,Webinar,Career,3.61,46.1
UMGXHYZ,E05M100,Sketching,Competition,3.28,130.0
UM5HHUO,E12C121,Poetry,Cultural,4.11,152.9
UM5HHUO,E12C100,Garba Night,Cultural,4.24,127.2
UM5HHUO,E05T100,Speed,Technical,4.18,164.0
UM5HHUO,E03C100,Garba Night,Cultural,3.8,182.6
U2R4LC0,E03T100,Speed,Technical,5.0,12.9
U2R4LC0,E11M142,Poster Making,Competition,3.48,144.6
U2R4LC0,E01T100,Speed,Technical,4.04,289.4
UDNZXLB,E02R100,Webinar,Career,4.05,160.5
UDNZXLB,E06R100,Webinar,Career,3.97,206.5
UDNZXLB,E02C121,Poetry,Cultural,4.23,100.4
UDNZXLB,E07R100,Webinar,Career,3.32,234.5
ULOFVVS,E02C121,Poetry,Cultural,3.92,234.1
ULOFVVS,E08C100,Garba Night,Cultural,4.04,161.2
U0KC3IY,E03M142,Poster Making,Competition,4.6,293.0
U0KC3IY,E09C121,Poetry,Cultural,4.03,46.4
UK8TYNA,E06C100,Garba Night,Cultural,3.92,14.9
UK8TYNA,E06C121,Poetry,Cultural,3.82,233.3
